type,name,address,coordinates
JiHe,颛桥万达店,上海市闵行区颛桥万达1楼1008铺零跑汽车,"121.406334,31.071151"
JiHe,马桥万达店,上海市闵行区马桥万达一楼1057零跑体验中心,"121.372951,31.023398"
JiHe,九亭金地广场店,上海市松江区沪亭北路99弄3号1楼L1026,"121.318799,31.13923"
JiHe,静安店,上海市静安区万荣路1150号,"121.440865,31.292187"
JiHe,五角场店,上海市杨浦区五角场万达B座1楼1137铺位零跑汽车,"121.513303,31.301133"
JiHe,嘉定宝龙城店,上海市嘉定区阿克苏路1099号宝龙广场一楼142室,"121.260559,31.345639"
